%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1546977676340387930,243917,1546977676339762042,,-29.2077097096,-10.8702043699,-2.54539622116,-8.26201307166,-2.20058262312,1.98313411948
1546977676348149880,243918,1546977676347654513,,-28.2970333023,-10.4718109315,-2.33727812002,-8.07579074045,-2.16044881884,1.94031200521
1546977676355795560,243919,1546977676355550469,,-28.4441889783,-10.4203735264,-2.26045342089,-8.00648790186,-2.10095837232,1.9593601806
1546977676363767232,243920,1546977676363550998,,-28.1069702494,-10.2484639514,-1.87200234251,-7.77606818733,-2.02414247024,1.9239135729
1546977676372276362,243921,1546977676371779600,,-29.2209874709,-10.7385655265,-2.36198527254,-8.19992654849,-2.15337184088,2.00362966167
1546977676379796342,243922,1546977676379572680,,-28.6883023141,-10.6512736948,-2.22260638101,-8.01713897288,-2.10905255998,1.95586921455
1546977676387694077,243923,1546977676387492975,,-28.655076835,-10.6312772118,-2.48868096331,-8.0537181603,-2.11367157356,1.95649730992
1546977676395744111,243924,1546977676395523470,,-28.9958976195,-10.7391597543,-2.59442938144,-8.19771820074,-2.17264838761,1.98669524857
1546977676404181836,243925,1546977676403721579,,-29.3135043605,-10.8815654392,-2.46632807817,-8.20433328826,-2.14835714381,1.99965739413
1546977676411772224,243926,1546977676411537733,,-28.7573221179,-10.7369988035,-2.28817521149,-8.17840940357,-2.16720146521,1.96768602433
1546977676419623747,243927,1546977676419475853,,-28.5580423316,-10.624601353,-2.3213275881,-8.09992702686,-2.13458340174,1.93782261875
1546977676427750218,243928,1546977676427545802,,-28.9693597192,-10.70114164,-2.39500608765,-8.22280340147,-2.19004055799,1.99483523871
1546977676436272548,243929,1546977676435748648,,-29.4542228355,-10.7677048647,-2.57669966527,-8.3588548041,-2.22475200021,1.98182532323
1546977676443754695,243930,1546977676443551253,,-29.0041165284,-10.5246968029,-2.60965347983,-8.14721116407,-2.14939128133,1.9785729704
1546977676452142742,243931,1546977676451692042,,-28.1531254188,-10.3487182857,-2.26033841197,-7.92932247649,-2.0952417576,1.92580495431
1546977676459733005,243932,1546977676459586434,,-28.8341243296,-10.4622797188,-2.5182167193,-8.12832710455,-2.13877825587,1.96603527849
1546977676468133345,243933,1546977676467661153,,-28.1964234561,-10.1702065122,-1.99868583296,-7.94428092408,-2.10462140336,1.911406679
1546977676475829759,243934,1546977676475578042,,-28.1115454288,-10.3880301781,-2.19027450984,-8.07230943747,-2.15916416444,1.93238252706
1546977676483813256,243935,1546977676483595674,,-29.0512608114,-10.5089607224,-2.42659869075,-8.20674442516,-2.16956342969,1.96428045155
1546977676491726655,243936,1546977676491533400,,-28.8299487989,-10.5694965758,-2.23963522646,-8.11847537337,-2.15732797842,1.98463299335
1546977676499793564,243937,1546977676499581700,,-28.2793566081,-10.5294676214,-2.08963946727,-7.96507730358,-2.10037470105,1.94487865366
1546977676508058099,243938,1546977676507744483,,-27.6826983664,-10.2190323575,-1.70795819602,-7.77341439155,-2.05947657385,1.90602856381
1546977676515749218,243939,1546977676515559054,,-29.3093535236,-10.7575456695,-2.37194724509,-8.12354109677,-2.11752837607,2.01453673871
1546977676524059242,243940,1546977676523703175,,-29.2180521742,-10.8187169894,-2.63791885457,-8.26861733241,-2.19582526599,1.97342850881
1546977676532310640,243941,1546977676531690480,,-27.4730732012,-10.1476271896,-2.03772047564,-7.80662666083,-2.05718412235,1.88892773022
1546977676539930870,243942,1546977676539601214,,-28.9634528374,-10.8969931843,-2.3111294341,-8.05117625328,-2.0979139638,1.98148723245
1546977676548321261,243943,1546977676547719212,,-28.6762161891,-10.7639729297,-2.48833549924,-8.13913987622,-2.15552895618,1.94106003429
1546977676555975203,243944,1546977676555604740,,-28.4047484373,-10.7201002605,-2.30480876329,-8.06292104272,-2.13007391825,1.930730329
1546977676564459233,243945,1546977676563711518,,-29.2771851515,-10.6986372202,-2.73045337973,-8.2542902965,-2.17783284351,2.00003638529
1546977676571970686,243946,1546977676571633619,,-28.6779434991,-10.8587869197,-2.59963103521,-8.18601576418,-2.15841372712,1.96606544809
1546977676580084919,243947,1546977676579664592,,-28.7720326421,-10.6228666347,-2.4891887266,-8.13087627604,-2.15022992426,1.98281390932
1546977676588156100,243948,1546977676587701211,,-28.4871526576,-10.3537888269,-2.18211624748,-8.09484446393,-2.16535881482,1.93430750345
1546977676596200876,243949,1546977676595804215,,-28.1854784005,-10.3532426863,-1.92512392613,-7.78494989029,-2.05283299397,1.93090461346
1546977676604235819,243950,1546977676603753170,,-28.4183372868,-10.4377024409,-2.03724438836,-7.93015467867,-2.09135711643,1.94783204787
1546977676611998797,243951,1546977676611635706,,-27.5137601191,-10.1174309177,-1.63455498614,-7.78951232428,-2.06770704543,1.87858774945
1546977676620056276,243952,1546977676619685140,,-28.6561048721,-10.5283158088,-2.14518167059,-8.04595431991,-2.14757395587,1.93472747955
1546977676628342137,243953,1546977676627728916,,-28.9816983734,-10.7211783155,-2.45473468163,-8.21754007514,-2.18828412241,1.96113871027
1546977676635978062,243954,1546977676635619844,,-27.8335060908,-10.5416616985,-2.000665543,-7.88115524316,-2.07646811594,1.90768147199
1546977676643983260,243955,1546977676643639544,,-28.2481355734,-10.268791403,-2.23148106899,-7.9064670709,-2.05257052157,1.91567410716
1546977676652120715,243956,1546977676651691675,,-28.3934065118,-10.4357454378,-1.97655209824,-7.94578258499,-2.10064092677,1.94356472415
1546977676660251848,243957,1546977676659696726,,-28.6911082186,-10.7411978736,-2.33399751566,-8.12402994307,-2.15206292588,1.95237641135
1546977676667998801,243958,1546977676667618291,,-28.3439469967,-10.5103568736,-2.13257017879,-7.99857368793,-2.1297691607,1.93597199442
1546977676676032182,243959,1546977676675652630,,-27.9189935103,-10.4703560222,-2.12887703675,-8.02435044395,-2.14063764813,1.89289930919
1546977676684103618,243960,1546977676683683727,,-28.719191078,-10.7019496741,-2.48733206259,-8.15227234171,-2.16385070338,1.9423475475
1546977676692543093,243961,1546977676691750600,,-28.6167039194,-10.6116912034,-2.28945002672,-8.06624056758,-2.12221507407,1.95529479644
